"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-11-05T12:05:48.970629600","USDJPY=X","1h","ATTENDRE","45","149.33458785099697","33.59298072806514","0.007124315096868791"
"2025-11-05T12:05:49.613215900","USDJPY=X","4h","ATTENDRE","48","147.8024358146118","24.357841086107484","-0.21810663541673544"
"2025-11-05T12:05:51.555226400","EURJPY=X","1h","ACHAT","75","164.33314871761712","56.413581378269896","-0.1119834923116256"
"2025-11-05T12:05:52.241574400","EURJPY=X","4h","ATTENDRE","46","157.90747785912876","50.76069193006157","0.12622070404981187"
"2025-11-05T12:05:50.238461100","GBPUSD=X","1h","ACHAT","65","1.2505467977713554","65.71519168043011","0.1620771345310436"
"2025-11-05T12:05:50.852213600","GBPUSD=X","4h","VENTE","90","1.2172916322681349","40.18689054729352","-0.08387787799743442"
"2025-11-05T12:05:54.162533500","USDCAD=X","1h","ATTENDRE","48","1.334841668790675","7.667768585360662","-0.17277250898343405"
"2025-11-05T12:05:54.776441200","USDCAD=X","4h","ATTENDRE","46","1.3885004410733492","51.391405508541176","0.028186710028202454"
"2025-11-05T12:05:47.450310200","EURUSD=X","1h","ACHAT","75","1.0859130454529915","39.95288509617274","0.20241132935744938"
"2025-11-05T12:05:48.269351600","EURUSD=X","4h","VENTE","90","1.0483736797408079","40.95900793768197","-0.1179595822732937"
"2025-11-05T12:05:52.922361900","AUDUSD=X","1h","ATTENDRE","45","0.6446104733019641","44.65159651285678","-0.012010433873934964"
"2025-11-05T12:05:53.546688800","AUDUSD=X","4h","ATTENDRE","47","0.6437568420752317","58.81456289908731","0.15312961576553136"
