"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-11-05T13:24:50.872102400","USDJPY=X","1h","ATTENDRE","48","147.75716613853234","13.000147298291964","-0.24588290396579718"
"2025-11-05T13:24:51.478844700","USDJPY=X","4h","ACHAT","75","151.08885394480586","57.68071630015011","0.10115324535808135"
"2025-11-05T13:24:53.316766","EURJPY=X","1h","ACHAT","75","165.57802000524808","52.07930920647716","-0.07811134709619685"
"2025-11-05T13:24:53.957045200","EURJPY=X","4h","VENTE","65","161.33856994576547","26.173347486222895","-0.2934924309998902"
"2025-11-05T13:24:52.105554400","GBPUSD=X","1h","ACHAT","75","1.2562972889455886","55.67932740350071","-0.09201898358195819"
"2025-11-05T13:24:52.744659900","GBPUSD=X","4h","ACHAT","75","1.246095558536706","50.615853571239406","-0.01179499818993812"
"2025-11-05T13:24:56.001641600","USDCAD=X","1h","ATTENDRE","45","1.3891057894245575","30.056334200100608","0.1714331568193745"
"2025-11-05T13:24:56.721747700","USDCAD=X","4h","ACHAT","75","1.4006938165376497","47.680602637197644","0.2699284942426107"
"2025-11-05T13:24:49.641869200","EURUSD=X","1h","ATTENDRE","46","1.0644350826057605","48.12386467136076","-0.06269655301282422"
"2025-11-05T13:24:50.248497200","EURUSD=X","4h","ACHAT","75","1.0666433652500984","55.198001059822744","0.01678550328983185"
"2025-11-05T13:24:54.754604800","AUDUSD=X","1h","ATTENDRE","51","0.6522135938447999","78.7418085866174","-0.1704684433176907"
"2025-11-05T13:24:55.379152200","AUDUSD=X","4h","VENTE","90","0.6341933352605672","41.70575708275863","0.0873797024708542"
