"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-11-01T22:39:41.707509300","USDJPY=X","1h","ACHAT","75","153.02375475834648","56.68184899485481","0.17461833232781424"
"2025-11-01T22:39:42.696676500","USDJPY=X","4h","VENTE","90","150.5521329326639","38.06027988558994","-0.024008135535455107"
"2025-11-01T22:39:45.635807500","EURJPY=X","1h","ATTENDRE","46","160.00696576470781","31.64463859387834","-0.10484375827315773"
"2025-11-01T22:39:46.607850300","EURJPY=X","4h","ACHAT","75","159.39032095786308","47.90734502538036","0.027495486793755727"
"2025-11-01T22:39:43.666753800","GBPUSD=X","1h","VENTE","90","1.2211309294653","35.98636577061133","0.02855429352298316"
"2025-11-01T22:39:44.639801700","GBPUSD=X","4h","ATTENDRE","47","1.2484888089502846","39.8006625865136","0.006557701333006811"
"2025-11-01T22:39:49.482426700","USDCAD=X","1h","ATTENDRE","51","1.4158206045228403","81.4919172377806","0.0035638292413324134"
"2025-11-01T22:39:50.452208400","USDCAD=X","4h","ATTENDRE","46","1.3550483753259575","23.994384642509004","-0.1469459563609377"
"2025-11-01T22:39:39.806357400","EURUSD=X","1h","ACHAT","65","1.0756784438763907","67.11729543020235","-0.16130970410226594"
"2025-11-01T22:39:40.776330","EURUSD=X","4h","ACHAT","75","1.0496586962230465","57.880359296890475","0.17187774546149684"
"2025-11-01T22:39:47.533883300","AUDUSD=X","1h","ACHAT","65","0.6433091045935349","72.4499792607362","0.11700491767896433"
"2025-11-01T22:39:48.496689500","AUDUSD=X","4h","VENTE","90","0.6387800252729896","47.95197267771771","-0.08202772825707297"
