"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-10-28T17:17:12.433098500","USDJPY=X","1h","ATTENDRE","49","154.4203296983117","86.42600202210639","-0.051189308117335824"
"2025-10-28T17:17:13.068842300","USDJPY=X","4h","ATTENDRE","46","148.91477916251785","30.821550348116475","-0.016539151136675347"
"2025-10-28T17:17:15.014358500","EURJPY=X","1h","ATTENDRE","45","160.05219325776577","33.365041611240144","-0.10506856731859508"
"2025-10-28T17:17:15.740694","EURJPY=X","4h","ACHAT","65","161.40347422715882","70.64669704888094","-0.10116032676580912"
"2025-10-28T17:17:13.699356","GBPUSD=X","1h","VENTE","65","1.231412221519784","33.06661664023328","0.0032566876368305383"
"2025-10-28T17:17:14.342337300","GBPUSD=X","4h","ACHAT","90","1.2193556330595017","45.297714349332445","-0.18216643375629113"
"2025-10-28T17:17:17.683286400","USDCAD=X","1h","VENTE","90","1.3870111235101807","49.79479296859161","-0.13801044373260635"
"2025-10-28T17:17:18.339214600","USDCAD=X","4h","ACHAT","75","1.3999095761629128","56.869584579804716","-0.17927246072048728"
"2025-10-28T17:17:10.989871300","EURUSD=X","1h","ACHAT","65","1.0601151766940222","71.99826669376631","-0.03334923949901152"
"2025-10-28T17:17:11.737648300","EURUSD=X","4h","VENTE","90","1.0509237274402783","38.63247784335334","-0.3858917169308051"
"2025-10-28T17:17:16.357782500","AUDUSD=X","1h","VENTE","90","0.6318428933162137","50.99052384860552","-0.23970524860339898"
"2025-10-28T17:17:17.004383300","AUDUSD=X","4h","VENTE","90","0.6424356076008219","60.4129036533117","-0.20197985504071458"
