"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-11-05T22:22:00.413082400","USDJPY=X","1h","ATTENDRE","45","151.0395175146058","34.74061072081585","0.08967261426276223"
"2025-11-05T22:22:01.077439500","USDJPY=X","4h","ATTENDRE","45","150.0967634181802","40.797924987314836","0.10823768763685462"
"2025-11-05T22:22:03.072571400","EURJPY=X","1h","VENTE","90","159.77484309075342","56.57613759025401","-0.014224857739610061"
"2025-11-05T22:22:03.708663600","EURJPY=X","4h","ATTENDRE","48","158.4659074739979","21.792815456048714","-0.17800829617393119"
"2025-11-05T22:22:01.705109900","GBPUSD=X","1h","ACHAT","75","1.229439923499724","50.91936951902043","-0.17620628427915505"
"2025-11-05T22:22:02.330875800","GBPUSD=X","4h","VENTE","90","1.230964283431973","47.67697956464634","-0.1288867189716681"
"2025-11-05T22:22:05.879307400","USDCAD=X","1h","ACHAT","65","1.398141704041015","68.26029569410815","0.03296492508899935"
"2025-11-05T22:22:06.581542800","USDCAD=X","4h","ACHAT","75","1.393346545585178","61.12795775321458","-0.1722840629441511"
"2025-11-05T22:21:58.871462800","EURUSD=X","1h","ACHAT","75","1.0618662393339082","59.924889666762496","-0.005133398136919621"
"2025-11-05T22:21:59.716466900","EURUSD=X","4h","ATTENDRE","45","1.0593612605531428","29.85966860373408","-0.0184785852214389"
"2025-11-05T22:22:04.414093200","AUDUSD=X","1h","VENTE","65","0.6268533304449719","25.28219624825428","0.036152762383787264"
"2025-11-05T22:22:05.114802300","AUDUSD=X","4h","ATTENDRE","51","0.649504970103077","94.79072573123489","-0.07954421604755108"
