"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-11-18T16:59:50.711998100","USDJPY=X","1h","VENTE","65","148.1844677444626","34.07218381915855","-0.1334610495432683"
"2025-11-18T16:59:51.596699800","USDJPY=X","4h","ATTENDRE","51","154.62297850217496","83.25214236313018","0.09948366571963627"
"2025-11-18T16:59:53.427842700","EURJPY=X","1h","ATTENDRE","46","158.2566670283989","17.82881321307991","-0.21619675212888648"
"2025-11-18T16:59:54.008719500","EURJPY=X","4h","ACHAT","75","163.89770232923485","57.85365672339799","0.35787150204991186"
"2025-11-18T16:59:52.216638","GBPUSD=X","1h","ATTENDRE","51","1.270932782128695","78.18660594479337","0.129852565031063"
"2025-11-18T16:59:52.811948400","GBPUSD=X","4h","VENTE","90","1.2401207066608146","49.36099444589554","0.06008665590973348"
"2025-11-18T16:59:55.958393300","USDCAD=X","1h","ATTENDRE","48","1.370401947876547","22.369202996521878","-0.10791901624865026"
"2025-11-18T16:59:56.593642","USDCAD=X","4h","ATTENDRE","47","1.3714020973954888","38.972471651953605","-0.058579138558261676"
"2025-11-18T16:59:49.402468900","EURUSD=X","1h","VENTE","65","1.0656494739730753","25.837431262439026","-0.0634432979781737"
"2025-11-18T16:59:50.129918300","EURUSD=X","4h","ACHAT","75","1.0571590853737278","50.315617617574254","0.1865223024170486"
"2025-11-18T16:59:54.600601300","AUDUSD=X","1h","ATTENDRE","47","0.6335581471551543","37.80377143117206","0.21320642701251752"
"2025-11-18T16:59:55.223914700","AUDUSD=X","4h","ACHAT","75","0.6502264416893452","60.25540540237009","0.004607956694872198"
