"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-10-30T13:55:04.177121200","USDJPY=X","1h","VENTE","90","151.06219431480733","54.309963426270755","-0.15110854383121677"
"2025-10-30T13:55:04.724738300","USDJPY=X","4h","ATTENDRE","51","150.52946956228075","17.43442891073323","-0.0016471553157025314"
"2025-10-30T13:55:06.382396400","EURJPY=X","1h","ACHAT","75","161.57227939015016","61.70798302596807","-0.12111173149377667"
"2025-10-30T13:55:06.941526900","EURJPY=X","4h","ACHAT","90","160.71093332185833","55.007827484094754","-0.18381479546489246"
"2025-10-30T13:55:05.272106200","GBPUSD=X","1h","VENTE","90","1.2354346050235194","58.10768124155542","-0.07847403172090259"
"2025-10-30T13:55:05.820546400","GBPUSD=X","4h","ACHAT","65","1.2622065411640446","68.49621672758468","-0.059232803530053314"
"2025-10-30T13:55:08.605527400","USDCAD=X","1h","VENTE","75","1.3621933164678321","39.97202069127584","0.2089535977206848"
"2025-10-30T13:55:09.158650700","USDCAD=X","4h","VENTE","65","1.3437773531605695","27.86857321134086","0.13661793786518286"
"2025-10-30T13:55:03.065245","EURUSD=X","1h","ACHAT","65","1.0743767513742741","69.70594719753419","-0.050250869614567165"
"2025-10-30T13:55:03.619567700","EURUSD=X","4h","ACHAT","75","1.0744152304589676","64.99892761363171","0.011231355516237995"
"2025-10-30T13:55:07.499126700","AUDUSD=X","1h","ACHAT","75","0.6545736993872456","55.15647283713133","0.043649569407605546"
"2025-10-30T13:55:08.050691200","AUDUSD=X","4h","ATTENDRE","51","0.6416468929740532","24.201338344134925","-0.28068252992548304"
