"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-10-30T22:45:50.593929200","USDJPY=X","1h","ATTENDRE","46","151.63747355244607","46.09854884550063","-0.13284285702346796"
"2025-10-30T22:45:51.180924900","USDJPY=X","4h","ATTENDRE","47","151.67345018041195","55.296238182251116","-0.0485176459990482"
"2025-10-30T22:45:53.019708900","EURJPY=X","1h","ATTENDRE","48","158.68820690706715","22.79165364637163","0.2007681366811865"
"2025-10-30T22:45:53.626818800","EURJPY=X","4h","ACHAT","65","163.18560048998606","72.58926263975184","0.008673780786391722"
"2025-10-30T22:45:51.817428100","GBPUSD=X","1h","ACHAT","75","1.2436685889884385","50.12665689299369","-0.061726908337706755"
"2025-10-30T22:45:52.441404200","GBPUSD=X","4h","ACHAT","75","1.2503770570670194","64.06011891771695","0.0015730496272072295"
"2025-10-30T22:45:55.387719300","USDCAD=X","1h","VENTE","65","1.3633062857436182","25.792614165417646","-0.19506910758606738"
"2025-10-30T22:45:55.969165700","USDCAD=X","4h","ACHAT","75","1.3881885836879857","45.191490750500115","0.061434797023876955"
"2025-10-30T22:45:49.321096200","EURUSD=X","1h","ACHAT","65","1.0814509039892368","69.75327571667069","-0.04032050247106716"
"2025-10-30T22:45:49.986262900","EURUSD=X","4h","ACHAT","65","1.0677042118179567","74.1386252946173","0.11295808338662461"
"2025-10-30T22:45:54.213133900","AUDUSD=X","1h","ATTENDRE","45","0.6346111301127226","44.47594967165626","-0.18198489227594156"
"2025-10-30T22:45:54.796459100","AUDUSD=X","4h","VENTE","90","0.6368120369788425","54.55634847894572","0.04426972678116218"
