"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-11-05T22:05:37.746645500","USDJPY=X","1h","ACHAT","65","154.08180096483798","65.05395669322297","0.17057183128287554"
"2025-11-05T22:05:38.399862300","USDJPY=X","4h","ATTENDRE","46","152.06426912068696","52.98690796792737","0.07790073924632439"
"2025-11-05T22:05:40.360405600","EURJPY=X","1h","ATTENDRE","46","163.43247041817745","74.71577604109518","0.021894981964373245"
"2025-11-05T22:05:40.988482700","EURJPY=X","4h","ACHAT","75","163.2157518163279","60.63815380034329","-0.042221939715873416"
"2025-11-05T22:05:39.080511","GBPUSD=X","1h","ATTENDRE","46","1.22392547597479","49.55010651030787","-0.04201783127830935"
"2025-11-05T22:05:39.741447500","GBPUSD=X","4h","ACHAT","75","1.2351709444342196","50.27135189468804","-0.0706480275469588"
"2025-11-05T22:05:43.413008600","USDCAD=X","1h","ACHAT","75","1.3753819859428198","50.910713538422236","0.3137901831959942"
"2025-11-05T22:05:44.100813600","USDCAD=X","4h","ACHAT","65","1.3884928760556017","66.04458305726622","-0.028396783015582752"
"2025-11-05T22:05:36.417486100","EURUSD=X","1h","ATTENDRE","45","1.0664789739845968","40.31785851466549","-0.04746321846580451"
"2025-11-05T22:05:37.092904100","EURUSD=X","4h","ATTENDRE","46","1.0784836490344465","54.2899522464068","-0.018280037884415515"
"2025-11-05T22:05:41.663284100","AUDUSD=X","1h","ATTENDRE","47","0.6362411357532575","39.95575963689282","-0.22472447620262453"
"2025-11-05T22:05:42.775845","AUDUSD=X","4h","ATTENDRE","51","0.6450032582617122","75.03625874410548","0.0895995423667069"
