"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-11-05T21:09:15.067335100","USDJPY=X","1h","VENTE","90","150.3009695370279","39.36551166776215","0.1788022230410138"
"2025-11-05T21:09:15.780655","USDJPY=X","4h","ATTENDRE","46","150.15285849356172","53.750727813927334","-0.10769737410474711"
"2025-11-05T21:09:17.682140900","EURJPY=X","1h","ACHAT","75","161.44396577087596","51.12729307910754","0.25432401795206944"
"2025-11-05T21:09:18.292693800","EURJPY=X","4h","ATTENDRE","47","161.2426179828274","40.28938856867688","0.3693302918921651"
"2025-11-05T21:09:16.400658900","GBPUSD=X","1h","VENTE","90","1.227915243463952","46.57494889603471","-0.11537001452493983"
"2025-11-05T21:09:17.025178200","GBPUSD=X","4h","ATTENDRE","46","1.211039841226512","32.6843954278488","0.06322222873235905"
"2025-11-05T21:09:20.126830300","USDCAD=X","1h","ACHAT","65","1.4116122374694302","74.94122488912116","-0.0012201216581776584"
"2025-11-05T21:09:20.757320","USDCAD=X","4h","ATTENDRE","46","1.38551930138446","51.996682707821954","0.044936933691294194"
"2025-11-05T21:09:13.787824700","EURUSD=X","1h","ATTENDRE","47","1.0634895230750026","42.2430047420651","0.16072894478201494"
"2025-11-05T21:09:14.410676400","EURUSD=X","4h","ATTENDRE","46","1.061582898112146","47.28108641771523","0.04060807583663246"
"2025-11-05T21:09:18.895653300","AUDUSD=X","1h","ACHAT","75","0.6408368434995733","64.06648836362736","0.1732039735648555"
"2025-11-05T21:09:19.507043400","AUDUSD=X","4h","ATTENDRE","48","0.6372836218268438","10.779452996170178","-0.093268607031615"
