"timestamp","pair","timeframe","signal","confidence","price","rsi","price_change_pct"
"2025-10-31T23:02:53.908060400","USDJPY=X","1h","VENTE","90","150.49423081652603","49.73615961632569","-0.10183189988959933"
"2025-10-31T23:02:54.753246500","USDJPY=X","4h","ATTENDRE","46","150.42932344835845","53.023024360497","-0.07573659548733046"
"2025-10-31T23:02:57.251616200","EURJPY=X","1h","ACHAT","75","166.7545803716486","63.89692952030972","0.05138781935841245"
"2025-10-31T23:02:57.889164400","EURJPY=X","4h","ACHAT","75","164.30928392830182","39.72729179219826","0.04078914894572648"
"2025-10-31T23:02:55.587815200","GBPUSD=X","1h","VENTE","90","1.2039490995568058","40.100524560798405","-0.10175748466275464"
"2025-10-31T23:02:56.388220500","GBPUSD=X","4h","VENTE","90","1.210679785655646","37.584196846255196","-0.2977818252471415"
"2025-10-31T23:02:59.791461300","USDCAD=X","1h","ACHAT","75","1.3897418758846434","60.52618160009866","0.2148229674501494"
"2025-10-31T23:03:00.369003700","USDCAD=X","4h","ACHAT","65","1.4056315280023866","67.37180672356094","0.15489827255874355"
"2025-10-31T23:02:52.425829900","EURUSD=X","1h","ATTENDRE","45","1.047581234214888","30.11199169446448","0.17193319544802374"
"2025-10-31T23:02:53.135435500","EURUSD=X","4h","ACHAT","65","1.0667701058085521","65.07058718730647","0.11597465610072455"
"2025-10-31T23:02:58.510880400","AUDUSD=X","1h","ACHAT","65","0.6477147743632238","69.84490285198545","0.01244501308323454"
"2025-10-31T23:02:59.138339500","AUDUSD=X","4h","ATTENDRE","46","0.6465521131448847","51.24989857269617","0.02065445261871321"
